inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
0,0,0,0,49,12,NA,0.00,3500,51,12,1.9286,15500,0.7215,7,7,3.0,0,32,15.500000,NA,1024
0,0,0,0,60,9,NA,0.00,3320,60,8,2.5783,14000,0.7215,7,7,3.0,0,0,14.000000,NA,0
0,0,0,0,51,12,NA,0.00,1605,55,12,7.2274,14756,0.7215,7,7,7.5,1,7,14.756000,NA,49
0,0,1,1,30,12,NA,0.00,2500,30,14,8.8000,22000,0.6615,12,10,5.0,1,5,22.000000,NA,25
0,0,0,2,47,12,NA,0.00,2400,49,9,7.7500,24466,0.6615,7,7,11.0,1,2,24.466000,NA,4
0,0,0,4,36,12,NA,0.00,1634,45,17,14.6880,24400,0.6615,12,12,7.5,1,5,24.400000,NA,25
0,0,1,3,35,12,NA,0.00,2260,38,12,10.4870,24000,0.6615,7,7,9.5,1,3,24.000000,NA,9
0,0,0,0,58,12,NA,0.00,3478,53,12,4.0253,15500,0.7215,12,9,11.0,0,25,15.500000,NA,625
0,0,1,3,41,14,NA,0.00,2550,42,16,11.7650,30800,0.6215,14,12,7.5,0,0,30.800000,NA,0
0,0,0,1,51,10,NA,0.00,840,52,8,9.5238,10660,0.7515,7,7,14.0,1,3,10.660000,NA,9
0,0,0,0,47,12,NA,0.00,1520,52,12,6.9079,13350,0.7215,7,7,11.0,0,10,13.350000,NA,100
0,0,1,2,45,9,NA,0.00,1920,35,9,5.1510,10090,0.7515,12,3,11.0,0,10,10.090000,NA,100
0,0,0,0,60,14,NA,0.00,2703,55,17,20.4960,55600,0.4415,16,14,14.0,1,7,55.600000,NA,49
0,0,1,1,30,16,NA,2.00,1896,46,16,13.5550,25700,0.6615,12,12,9.5,1,5,25.700000,NA,25
0,0,0,0,55,11,NA,0.00,1960,57,13,14.7960,29000,0.5815,7,3,5.0,1,15,29.000000,NA,225
0,0,1,2,32,12,NA,0.00,3060,50,8,1.6905,7286,0.7815,10,7,3.0,0,1,7.286000,NA,1
0,0,0,2,36,12,NA,0.00,2805,38,12,7.2296,37752,0.5215,7,7,3.0,0,5,37.752000,NA,25
0,0,0,0,55,12,NA,0.00,1944,53,7,4.1152,13072,0.7515,3,3,14.0,0,9,13.072000,NA,81
0,0,0,0,47,12,NA,0.00,1960,47,12,2.9990,7044,0.7715,3,3,14.0,0,18,7.044000,NA,324
0,0,0,1,47,12,NA,0.00,2112,52,8,8.0492,18200,0.6915,7,7,14.0,1,1,18.200000,NA,1
0,0,0,1,37,11,NA,0.00,2544,39,12,8.5770,27000,0.6215,12,7,3.0,0,0,27.000000,NA,0
0,0,0,2,50,12,NA,0.00,1700,53,17,9.3235,30300,0.5815,10,12,3.0,0,6,30.300000,NA,36
0,0,0,3,30,12,NA,0.00,2550,31,12,4.7059,12000,0.7515,3,7,14.0,0,1,12.000000,NA,1
0,0,0,1,48,17,NA,0.00,2080,45,17,9.1346,31500,0.6615,16,17,3.0,0,2,31.500000,NA,4
0,0,0,2,43,10,NA,0.00,2060,49,12,7.7670,27092,0.7215,10,10,5.0,1,15,27.092000,NA,225
0,0,1,0,48,11,NA,0.00,1955,46,8,4.1269,20968,0.7515,7,7,3.0,0,25,20.968000,NA,625
0,0,1,2,41,14,NA,0.00,2500,44,17,10.0000,27000,0.6615,17,7,14.0,1,1,27.000000,NA,1
0,0,0,0,50,12,NA,0.00,2750,52,10,4.0727,11225,0.7515,7,10,7.5,1,0,11.225000,NA,0
0,0,0,0,58,8,NA,0.00,2040,59,5,7.8529,37700,0.5815,3,3,7.5,0,0,37.700000,NA,0
0,0,0,5,38,13,NA,0.00,3275,43,15,7.8168,28200,0.6615,12,16,7.5,1,0,28.200000,NA,0
0,0,0,1,37,12,NA,0.00,2400,39,12,9.1667,34000,0.6615,7,12,5.0,0,8,34.000000,NA,64
0,0,0,0,50,16,NA,0.00,2024,51,17,29.6440,63200,0.4415,12,7,9.5,1,22,63.200000,NA,484
0,0,0,4,42,8,NA,0.00,1840,44,6,4.0761,7500,0.7915,3,3,7.5,1,5,7.500000,NA,25
0,0,1,3,37,9,NA,0.00,2033,37,17,8.3620,17410,0.7215,10,10,9.5,1,10,17.410000,NA,100
0,0,0,2,41,16,NA,0.00,1946,40,17,12.0620,51000,0.4415,16,17,9.0,1,1,51.000000,NA,1
0,0,0,2,31,12,NA,0.00,3660,31,12,2.3251,12916,0.7515,10,7,3.0,0,1,12.916000,NA,1
0,0,0,0,51,12,NA,0.00,2088,55,11,10.0100,21900,0.6615,7,7,5.0,1,6,21.900000,NA,36
0,0,1,2,36,12,NA,0.00,2048,41,12,5.2734,17640,0.7515,7,7,5.0,0,4,17.640000,NA,16
0,0,0,0,54,15,NA,0.00,1920,52,15,10.4170,20000,0.6915,14,16,14.0,0,6,20.000000,NA,36
0,0,0,0,49,12,NA,0.00,2000,54,12,7.5000,15000,0.7215,7,7,14.0,1,0,15.000000,NA,0
0,0,1,1,48,9,NA,0.00,2204,47,8,6.3521,14060,0.7215,10,12,5.0,0,1,14.060000,NA,1
0,0,0,2,42,9,NA,0.00,3157,45,10,3.8071,15825,0.7215,7,14,9.5,0,3,15.825000,NA,9
0,0,1,2,41,12,NA,0.00,1665,44,14,9.9099,16510,0.7215,3,16,9.5,1,15,16.510000,NA,225
0,0,0,0,55,16,NA,0.00,2304,56,11,2.6701,13000,0.7215,12,12,7.5,0,33,13.000000,NA,1089
0,0,0,0,42,9,NA,0.00,2275,46,8,4.3956,10000,0.7515,7,7,5.0,1,2,10.000000,NA,4
0,0,0,1,32,15,NA,0.00,2760,33,17,7.9710,22000,0.6615,12,12,7.5,1,1,22.000000,NA,1
0,0,0,2,43,12,NA,0.00,1750,44,14,15.4290,29800,0.5815,7,7,7.5,1,10,29.800000,NA,100
0,0,1,3,33,12,NA,0.00,3366,37,13,1.9854,15000,0.7215,7,7,5.0,1,0,15.000000,NA,0
0,0,0,1,48,15,NA,0.00,2205,51,16,7.2562,22300,0.7215,10,14,9.5,1,14,22.300000,NA,196
0,0,0,2,43,12,NA,0.00,1990,48,9,7.0352,14550,0.7215,3,16,7.5,1,15,14.550000,NA,225
0,0,1,3,47,17,NA,0.00,1930,57,16,8.1347,19730,0.6915,14,12,7.5,1,15,19.730000,NA,225
0,0,0,0,54,12,NA,0.00,1350,60,12,11.9810,35000,0.5515,12,12,7.5,1,10,35.000000,NA,100
0,0,0,1,51,12,NA,0.00,3340,52,12,5.9922,21014,0.6615,7,3,7.5,1,6,21.014000,NA,36
0,0,0,1,51,10,NA,0.00,960,57,10,4.1458,10876,0.7515,14,7,7.5,0,18,10.876000,NA,324
0,0,1,1,43,13,NA,0.00,2732,42,13,8.5102,27850,0.6215,12,10,7.5,0,15,27.850000,NA,225
0,0,0,0,53,12,NA,0.00,1624,59,8,2.9631,9560,0.7515,0,3,3.0,0,30,9.560000,NA,900
0,0,1,1,34,11,NA,0.00,1804,36,12,8.8149,30300,0.6215,7,7,7.5,0,15,30.300000,NA,225
0,0,1,1,31,8,NA,0.00,2805,31,10,2.4955,7720,0.7815,7,7,7.5,0,10,7.720000,NA,100
0,0,0,0,56,12,NA,0.00,2160,59,8,4.8843,10550,0.7515,10,7,7.5,1,0,10.550000,NA,0
0,0,0,1,42,16,NA,0.00,2052,55,15,10.2000,24106,0.6615,12,7,9.5,1,0,24.106000,NA,0
0,0,0,2,32,12,NA,0.00,2250,35,16,10.0000,22995,0.6615,12,14,9.5,1,4,22.995000,NA,16
0,0,1,3,35,12,NA,0.00,1120,37,12,5.3571,6000,0.8015,12,12,9.5,1,0,6.000000,NA,0
0,0,1,1,30,12,NA,0.00,2450,36,14,9.7959,24350,0.6615,14,14,9.5,1,3,24.350000,NA,9
0,0,0,0,51,10,NA,0.00,3432,50,11,1.3741,7608,0.7715,7,7,7.5,0,20,7.608000,NA,400
0,0,0,3,47,12,NA,0.00,2700,48,12,3.4630,28200,0.7215,7,7,3.0,0,3,28.200000,NA,9
0,0,0,1,54,12,NA,0.00,2817,55,13,5.0408,16150,0.7215,3,7,3.0,0,1,16.150000,NA,1
0,0,3,0,31,15,NA,0.00,3000,34,17,16.6670,51200,0.4415,7,10,7.5,1,5,51.200000,NA,25
0,0,0,0,47,10,NA,0.00,2125,45,11,4.3294,12646,0.7515,7,7,5.0,1,7,12.646000,NA,49
0,0,0,3,47,14,NA,0.00,1864,42,16,10.1930,19000,0.6915,7,7,11.0,1,6,19.000000,NA,36
0,0,0,3,40,12,NA,0.00,2400,39,12,7.5833,19000,0.7215,7,7,7.5,1,2,19.000000,NA,4
0,0,0,0,48,8,NA,0.00,2160,50,7,4.1204,14400,0.7515,3,3,7.5,0,0,14.400000,NA,0
0,0,0,7,34,8,NA,0.00,1040,51,7,4.8077,7232,0.9415,3,7,11.0,1,10,7.232000,NA,100
0,0,0,3,38,12,NA,0.00,2450,42,16,3.1531,21943,0.7515,7,10,9.5,1,6,21.943000,NA,36
0,0,1,3,32,12,NA,0.00,2500,34,16,19.0000,47500,0.4615,7,10,7.5,1,4,47.500000,NA,16
0,0,0,1,48,16,NA,0.00,2131,45,17,6.0535,28900,0.6215,12,7,7.5,1,8,28.900000,NA,64
0,0,0,2,41,12,NA,0.00,2165,46,7,3.7875,12400,0.7715,7,7,7.5,0,18,12.400000,NA,324
0,0,0,2,49,5,NA,0.00,2230,43,3,2.9287,6531,0.7815,0,0,7.5,0,7,6.531000,NA,49
0,0,0,0,59,8,NA,0.00,1995,55,12,9.2972,22422,0.6915,3,7,11.0,1,15,22.422000,NA,225
0,0,0,0,58,13,NA,0.00,2025,57,16,9.3827,22200,0.6615,7,7,11.0,1,7,22.200000,NA,49
0,0,0,3,41,12,NA,0.00,2450,48,15,26.5310,77000,0.4415,7,14,14.0,1,8,77.000000,NA,64
0,0,0,2,45,12,NA,0.00,2160,45,12,40.5090,88000,0.4415,10,10,14.0,1,8,88.000000,NA,64
0,0,1,1,30,14,NA,0.00,1715,32,17,15.1600,26040,0.6215,12,10,11.0,0,3,26.040000,NA,9
0,0,0,1,41,12,NA,0.00,3018,42,16,18.9640,63500,0.4415,7,7,7.5,1,10,63.500000,NA,100
0,0,2,0,30,12,NA,0.00,2216,33,16,5.4152,12100,0.7515,10,10,7.5,0,9,12.100000,NA,81
0,0,0,1,53,12,NA,0.00,2499,54,12,1.9988,17505,0.7515,12,7,7.5,1,24,17.505000,NA,576
0,0,0,0,31,12,NA,0.00,2250,37,14,8.0000,18000,0.6915,10,7,7.5,0,12,18.000000,NA,144
0,0,0,2,43,14,NA,0.00,2116,44,17,11.1530,28069,0.6615,12,12,11.0,1,2,28.069000,NA,4
0,0,1,1,31,12,NA,0.00,2016,30,14,5.9524,14000,0.7515,12,14,14.0,1,6,14.000000,NA,36
0,0,0,0,51,12,NA,0.00,2470,60,10,2.1194,8117,0.7515,10,3,7.5,1,18,8.117000,NA,324
0,0,0,0,43,9,NA,0.00,1640,45,12,3.8384,11895,0.7715,7,7,5.0,1,17,11.895000,NA,289
0,0,1,2,31,14,NA,0.00,2016,34,16,17.3610,45250,0.4915,16,16,5.0,1,7,45.250000,NA,49
0,0,0,0,48,11,NA,0.00,2185,48,12,8.0092,31106,0.6915,7,10,9.5,1,6,31.106000,NA,36
0,0,1,1,31,12,NA,0.00,800,33,14,3.0000,4000,0.8015,12,7,9.5,1,10,4.000000,NA,100
0,0,0,1,44,12,NA,0.00,3022,46,12,10.5890,40500,0.5815,7,7,7.5,1,5,40.500000,NA,25
0,0,0,1,48,11,NA,0.00,1512,50,14,10.9130,21620,0.7215,10,7,7.5,1,7,21.620000,NA,49
0,0,0,1,53,12,NA,0.00,2677,53,12,5.6033,23426,0.7215,0,0,7.5,1,11,23.426000,NA,121
0,0,0,3,42,10,NA,2.75,3150,44,12,7.9365,26000,0.6615,3,3,11.0,1,14,26.000000,NA,196
0,0,2,6,39,12,NA,0.00,1430,34,12,2.9476,7840,0.9415,7,0,9.5,1,5,7.840000,NA,25
0,0,1,2,32,10,NA,0.00,3307,36,4,2.0562,6800,0.7915,7,3,7.5,0,2,6.800000,NA,4
0,0,0,2,36,12,NA,0.00,3120,39,12,1.3013,5330,0.7915,7,12,14.0,0,4,5.330000,NA,16
0,0,0,2,40,13,NA,0.00,3020,43,16,9.2715,28200,0.6215,10,10,9.5,1,5,28.200000,NA,25
0,0,2,3,31,12,NA,0.00,2056,33,12,4.8638,10000,0.7715,12,12,7.5,0,14,10.000000,NA,196
0,0,0,0,43,12,NA,0.00,2383,43,12,1.0898,9952,0.7515,10,3,7.5,0,4,9.952000,NA,16
0,0,0,0,60,12,NA,0.00,1705,55,8,12.4400,24984,0.6215,12,12,14.0,1,15,24.984000,NA,225
0,0,0,3,39,9,NA,0.00,3120,48,12,6.0897,28363,0.6915,7,7,11.0,1,12,28.363000,NA,144
