"id","numyrs","year","choice","wage","educ","expwc","expbc","expser","manuf","black","lwage","enroll","employ","attrit","exper","expersq","status"
1190,10,87,3,30115.060546875,14,3,1,0,0,0,10.312780380249,0,1,0,4,16,"work"
1191,8,87,4,17504.669921875,12,1,4,0,0,0,9.77022266387939,0,1,0,5,25,"work"
1192,8,87,4,24374.400390625,12,0,5,0,0,0,10.1012887954712,0,1,0,5,25,"work"
1195,10,87,4,16946.599609375,12,1,4,0,0,0,9.73782253265381,0,1,0,5,25,"work"
1196,11,87,3,29054.279296875,18,0,2,0,0,0,10.2769212722778,0,1,0,2,4,"work"
1197,9,87,2,NA,16,1,0,0,0,0,NA,0,0,0,1,1,"home"
1198,8,87,4,34082.48828125,10,0,0,4,1,0,10.4365386962891,0,1,0,4,16,"work"
1199,8,87,3,15931.1103515625,15,1,1,0,0,0,9.67602920532227,0,1,0,2,4,"work"
1201,9,87,3,26246.349609375,17,0,0,0,1,0,10.1752824783325,0,1,0,0,0,"work"
1202,9,87,3,13669.16015625,12,4,2,0,0,0,9.52289772033691,0,1,0,6,36,"work"
1203,9,87,4,15482.6201171875,12,6,0,0,0,0,9.64747333526611,0,1,0,6,36,"work"
1204,10,87,3,18734.16015625,12,5,1,0,0,0,9.83810424804688,0,1,0,6,36,"work"
1205,8,87,3,18945.4609375,14,2,1,0,1,0,9.84931945800781,0,1,0,3,9,"work"
1206,8,87,4,15833.6103515625,11,0,3,0,0,0,9.66989040374756,0,1,0,3,9,"work"
1207,8,87,3,34411.640625,16,2,0,0,0,0,10.4461498260498,0,1,0,2,4,"work"
1209,9,87,4,27630.8203125,12,0,4,0,0,0,10.2266874313354,0,1,0,4,16,"work"
1212,11,87,4,50059.9609375,11,2,4,2,0,0,10.8209772109985,0,1,0,8,64,"work"
1213,9,87,4,19012.029296875,10,1,2,0,0,0,9.85282707214355,0,1,0,3,9,"work"
1214,11,87,5,9624.6396484375,10,0,1,1,0,0,9.17208194732666,0,1,0,2,4,"work"
1215,11,87,4,23330.73046875,10,1,1,0,0,0,10.0575265884399,0,1,0,2,4,"work"
1218,9,87,5,26248.7890625,12,1,0,5,0,0,10.1753749847412,0,1,0,6,36,"work"
1219,10,87,3,15502.1201171875,14,3,0,1,0,0,9.64873218536377,0,1,0,4,16,"work"
1221,11,87,3,11847.330078125,15,3,0,0,0,0,9.37985801696777,0,1,0,3,9,"work"
1223,10,87,5,11329.2197265625,12,0,2,5,0,0,9.33514022827148,0,1,0,7,49,"work"
1224,9,87,2,NA,10,0,0,0,0,0,NA,0,0,0,0,0,"home"
1225,10,87,5,2544.22998046875,12,2,3,1,0,0,7.84158325195313,0,1,0,6,36,"work"
1226,8,87,3,7799.81005859375,13,1,1,0,0,0,8.96185493469238,0,1,0,2,4,"work"
1227,8,87,3,16087.099609375,12,5,0,0,0,0,9.68577289581299,0,1,0,5,25,"work"
1228,11,87,4,12100.3701171875,12,2,3,2,1,0,9.40099143981934,0,1,0,7,49,"work"
1230,9,87,2,NA,14,4,0,0,0,0,NA,0,0,0,4,16,"home"
1232,8,87,3,9870.7099609375,12,0,0,5,0,0,9.19732666015625,0,1,0,5,25,"work"
1233,8,87,4,15355.8701171875,12,0,3,0,0,0,9.63925266265869,0,1,0,3,9,"work"
1234,9,87,3,44139.6015625,13,3,2,0,0,0,10.6951122283936,0,1,0,5,25,"work"
1235,10,87,2,NA,10,2,2,1,0,0,NA,0,0,0,5,25,"home"
1236,10,87,2,NA,10,1,4,0,0,0,NA,0,0,0,5,25,"home"
1238,8,87,4,21643.890625,16,0,2,0,1,0,9.98247814178467,0,1,0,2,4,"work"
1239,11,87,3,NA,11,6,2,1,0,0,NA,0,1,0,9,81,"work"
1241,10,87,4,4582.39013671875,12,1,3,0,1,0,8.42997646331787,0,1,0,4,16,"work"
1242,8,87,4,12674.6904296875,12,0,0,0,1,0,9.44736194610596,0,1,0,0,0,"work"
1243,9,87,4,9749.759765625,12,0,1,2,0,0,9.18499755859375,0,1,0,3,9,"work"
1244,11,87,3,43435.1796875,16,4,0,0,1,0,10.6790246963501,0,1,0,4,16,"work"
1245,11,87,4,17396.009765625,12,2,4,0,1,0,9.76399612426758,0,1,0,6,36,"work"
1249,10,87,2,NA,14,0,1,0,0,0,NA,0,0,0,1,1,"home"
1251,9,87,4,32115.7109375,12,0,7,0,0,0,10.377100944519,0,1,0,7,49,"work"
1252,9,87,3,20781.609375,16,0,1,1,0,0,9.94182395935059,0,1,0,2,4,"work"
1253,11,87,4,14624.6396484375,12,0,5,2,0,0,9.59046268463135,0,1,0,7,49,"work"
1254,9,87,3,18739.0390625,14,3,0,0,0,0,9.83836460113525,0,1,0,3,9,"work"
1255,8,87,2,NA,14,0,0,0,0,0,NA,0,0,0,0,0,"home"
1256,9,87,3,26806.9609375,12,2,4,0,0,0,10.1964168548584,0,1,0,6,36,"work"
1257,11,87,3,45541.078125,12,2,6,0,1,0,10.7263698577881,0,1,0,8,64,"work"
1258,11,87,3,24861.890625,16,4,0,0,0,0,10.1210918426514,0,1,0,4,16,"work"
1260,7,87,4,21449.470703125,12,1,2,0,0,0,9.97345542907715,0,1,0,3,9,"work"
1261,11,87,3,25799.330078125,14,3,0,1,0,0,10.1581039428711,0,1,0,4,16,"work"
1262,8,87,3,32790.87890625,17,0,0,0,1,0,10.3979053497314,0,1,0,0,0,"work"
1263,10,87,5,12198.6201171875,14,0,0,5,0,0,9.40907764434814,0,1,0,5,25,"work"
1264,11,87,4,15165.599609375,11,0,6,0,0,0,9.62678527832031,0,1,0,6,36,"work"
1265,11,87,3,22434.19921875,12,3,5,0,0,0,10.0183420181274,0,1,0,8,64,"work"
1267,9,87,4,36561.6015625,9,0,5,0,0,0,10.5067539215088,0,1,0,5,25,"work"
1268,8,87,4,24374.400390625,12,1,4,0,0,0,10.1012887954712,0,1,0,5,25,"work"
1270,9,87,4,17549.5703125,12,0,6,0,0,0,9.77278518676758,0,1,0,6,36,"work"
1273,10,87,2,NA,9,0,2,0,0,0,NA,0,0,0,2,4,"home"
1274,9,87,2,NA,9,1,1,0,0,0,NA,0,0,0,2,4,"home"
1276,9,87,2,NA,11,0,0,0,0,0,NA,0,0,0,0,0,"home"
1277,8,87,3,20864.490234375,16,0,1,0,0,0,9.94580364227295,0,1,0,1,1,"work"
1278,10,87,3,26346.2890625,16,2,0,0,0,0,10.1790828704834,0,1,0,2,4,"work"
1279,10,87,3,36087.2890625,14,5,0,0,0,0,10.4936962127686,0,1,0,5,25,"work"
1280,7,87,1,NA,11,0,0,2,0,0,NA,1,0,0,2,4,"school"
1282,8,87,2,NA,12,0,3,0,0,0,NA,0,0,0,3,9,"home"
1283,8,87,4,16574.58984375,12,0,3,2,0,0,9.71562576293945,0,1,0,5,25,"work"
1285,9,87,2,NA,11,0,0,1,0,0,NA,0,0,0,1,1,"home"
1287,9,87,3,12097.830078125,12,0,0,6,0,0,9.40078163146973,0,1,0,6,36,"work"
1289,10,87,3,34670.140625,18,1,0,0,0,0,10.453634262085,0,1,0,1,1,"work"
1291,10,87,5,6245.9501953125,14,0,1,2,0,0,8.73968887329102,0,1,0,3,9,"work"
1292,9,87,4,18261.30078125,12,1,1,0,0,0,9.81253910064697,0,1,0,2,4,"work"
1293,7,87,2,NA,12,0,1,0,0,0,NA,0,0,0,1,1,"home"
1294,8,87,4,11931.759765625,11,0,3,1,0,0,9.38695907592773,0,1,0,4,16,"work"
1295,9,87,2,NA,11,0,0,0,0,0,NA,0,0,0,0,0,"home"
1296,8,87,2,NA,12,1,1,0,0,0,NA,0,0,0,2,4,"home"
1298,10,87,4,21371.470703125,12,0,5,0,1,0,9.96981239318848,0,1,0,5,25,"work"
1299,8,87,3,18758.5390625,17,0,0,0,1,0,9.83940410614014,0,1,0,0,0,"work"
1300,9,87,2,NA,12,0,0,0,0,0,NA,0,0,0,0,0,"home"
1301,11,87,4,20291.689453125,12,1,4,0,1,0,9.91796684265137,0,1,0,5,25,"work"
1302,8,87,3,15309.5595703125,12,3,1,0,0,0,9.63623237609863,0,1,0,4,16,"work"
1303,11,87,4,20474.5,11,1,8,0,0,0,9.92693519592285,0,1,0,9,81,"work"
1304,9,87,4,9749.759765625,12,0,4,1,1,0,9.18499755859375,0,1,0,5,25,"work"
1305,8,87,4,8774.7802734375,10,0,1,2,1,0,9.0796365737915,0,1,0,3,9,"work"
1306,9,87,2,NA,8,0,1,0,0,0,NA,0,0,0,1,1,"home"
1307,8,87,4,7312.31982421875,8,0,1,0,0,0,8.89731597900391,0,1,0,1,1,"work"
1308,11,87,5,22179.060546875,14,0,0,4,0,0,10.0069036483765,0,1,0,4,16,"work"
1309,10,87,5,6835.77978515625,12,1,0,4,0,0,8.82992553710938,0,1,0,5,25,"work"
1310,9,87,2,NA,17,0,0,1,0,0,NA,0,0,0,1,1,"home"
1311,8,87,3,7785.509765625,16,0,0,0,0,0,8.9600191116333,0,1,0,0,0,"work"
1312,10,87,1,NA,18,0,0,0,0,0,NA,1,0,0,0,0,"school"
1314,9,87,4,24078.220703125,9,0,1,0,0,0,10.0890626907349,0,1,0,1,1,"work"
1315,11,87,4,32879.30859375,12,0,5,0,0,0,10.400598526001,0,1,0,5,25,"work"
1316,11,87,2,NA,10,0,6,0,0,0,NA,0,0,0,6,36,"home"
1317,10,87,4,42118.9609375,8,0,2,0,0,0,10.6482534408569,0,1,0,2,4,"work"
1318,10,87,2,NA,12,3,2,0,0,0,NA,0,0,0,5,25,"home"
1319,8,87,3,13272.240234375,16,1,0,0,0,0,9.49343013763428,0,1,0,1,1,"work"
1321,11,87,5,8513.490234375,14,4,0,2,0,0,9.04940700531006,0,1,0,6,36,"work"
1322,9,87,5,7314.27978515625,15,0,0,1,0,0,8.89758396148682,0,1,0,1,1,"work"
1323,9,87,4,12479.6904296875,13,0,4,0,0,0,9.43185806274414,0,1,0,4,16,"work"
1324,9,87,2,NA,7,0,1,0,0,0,NA,0,0,0,1,1,"home"
1325,9,87,3,NA,14,0,2,2,0,0,NA,0,1,0,4,16,"work"
1327,10,87,4,24707.73046875,12,1,6,0,1,0,10.1148710250854,0,1,0,7,49,"work"
1329,10,87,3,24374.400390625,15,3,1,0,0,0,10.1012887954712,0,1,0,4,16,"work"
1330,10,87,4,17549.5703125,13,0,6,0,0,0,9.77278518676758,0,1,0,6,36,"work"
1331,8,87,5,20401.140625,12,0,3,1,0,0,9.92334651947021,0,1,0,4,16,"work"
1332,10,87,3,22507.26953125,16,2,0,0,0,0,10.0215940475464,0,1,0,2,4,"work"
1333,9,87,4,NA,9,0,7,0,0,0,NA,0,1,0,7,49,"work"
1334,9,87,1,NA,15,3,0,0,0,0,NA,1,0,0,3,9,"school"
1335,9,87,4,8885.150390625,12,0,1,1,0,0,9.09213638305664,0,1,0,2,4,"work"
1336,8,87,5,20610.990234375,16,0,0,1,0,0,9.93357944488525,0,1,0,1,1,"work"
1338,10,87,4,21059.48046875,12,1,6,0,0,0,9.95510578155518,0,1,0,7,49,"work"
1339,8,87,4,13847.33984375,16,0,0,0,0,0,9.53584861755371,0,1,0,0,0,"work"
1341,10,87,3,29273.650390625,16,2,0,0,0,0,10.2844429016113,0,1,0,2,4,"work"
1342,10,87,3,29990.259765625,16,3,0,0,0,0,10.3086280822754,0,1,0,3,9,"work"
1345,8,87,3,22603.83984375,16,1,0,0,1,0,10.0258750915527,0,1,0,1,1,"work"
1346,8,87,3,33271.05859375,16,1,0,0,1,0,10.4124431610107,0,1,0,1,1,"work"
1347,11,87,3,39357.828125,17,2,0,0,0,0,10.5804500579834,0,1,0,2,4,"work"
1348,8,87,4,25300.619140625,9,1,6,0,0,0,10.1385841369629,0,1,0,7,49,"work"
1349,10,87,4,16867.080078125,9,0,6,0,0,0,9.73311901092529,0,1,0,6,36,"work"
1350,9,87,4,26679.880859375,11,0,6,0,0,0,10.1916646957397,0,1,0,6,36,"work"
1351,9,87,4,10163.8798828125,9,0,7,0,0,0,9.22659587860107,0,1,0,7,49,"work"
1355,11,87,3,17549.5703125,9,2,3,0,1,0,9.77278518676758,0,1,0,5,25,"work"
1356,9,87,4,8037.7001953125,12,0,1,2,0,0,8.99189853668213,0,1,0,3,9,"work"
1357,10,87,5,20401.369140625,11,1,2,4,0,0,9.9233570098877,0,1,0,7,49,"work"
1358,10,87,3,27552.8203125,16,3,0,0,0,0,10.2238597869873,0,1,0,3,9,"work"
1359,11,87,5,34009.8203125,12,2,5,2,0,0,10.4344043731689,0,1,0,9,81,"work"
1360,11,87,3,362800,13,7,0,0,0,0,12.801607131958,0,1,0,7,49,"work"
1361,11,87,3,15860.419921875,14,0,4,0,0,0,9.67158222198486,0,1,0,4,16,"work"
1364,10,87,3,27294.44921875,10,0,7,1,0,0,10.2144384384155,0,1,0,8,64,"work"
1365,11,87,4,24374.400390625,10,1,5,0,0,0,10.1012887954712,0,1,0,6,36,"work"
1366,8,87,2,NA,12,0,1,0,0,0,NA,0,0,0,1,1,"home"
1368,9,87,3,16535.58984375,12,3,0,0,0,0,9.71327018737793,0,1,0,3,9,"work"
1371,11,87,2,NA,11,0,1,0,0,0,NA,0,0,0,1,1,"home"
1373,9,87,3,18700.0390625,12,6,1,0,0,0,9.83628082275391,0,1,0,7,49,"work"
1374,11,87,4,27596.69921875,13,0,5,1,0,0,10.2254514694214,0,1,0,6,36,"work"
1375,9,87,2,NA,10,0,6,1,0,0,NA,0,0,0,7,49,"home"
1379,10,87,3,2798.17993164063,16,0,3,0,0,0,7.93672466278076,0,1,0,3,9,"work"
1380,10,87,3,24962.51953125,17,2,0,0,0,0,10.1251306533813,0,1,0,2,4,"work"
1381,9,87,3,15818.98046875,12,0,6,0,0,0,9.66896533966064,0,1,0,6,36,"work"
1382,8,87,4,12474.6904296875,12,0,2,2,0,0,9.43145751953125,0,1,0,4,16,"work"
1384,11,87,3,5615.85986328125,11,0,8,0,0,0,8.63335037231445,0,1,0,8,64,"work"
1385,9,87,1,NA,18,0,0,0,0,0,NA,1,0,0,0,0,"school"
1386,10,87,2,NA,10,0,6,1,0,0,NA,0,0,0,7,49,"home"
1387,9,87,3,35976.609375,16,1,0,0,0,0,10.4906244277954,0,1,0,1,1,"work"
1388,9,87,3,62651.94921875,16,3,0,0,0,0,11.0453500747681,0,1,0,3,9,"work"
1389,10,87,3,32174.19921875,12,0,7,0,0,0,10.3789205551147,0,1,0,7,49,"work"
1390,9,87,4,14137.150390625,11,0,4,0,0,0,9.55656147003174,0,1,0,4,16,"work"
1391,8,87,4,11309.7197265625,11,0,2,0,0,0,9.33341789245605,0,1,0,2,4,"work"
1392,8,87,4,15112.1298828125,15,0,1,0,0,0,9.62325286865234,0,1,0,1,1,"work"
1393,10,87,4,12089.7001953125,12,0,3,0,0,0,9.40010929107666,0,1,0,3,9,"work"
1394,11,87,2,NA,12,0,0,0,0,0,NA,0,0,0,0,0,"home"
1395,10,87,2,NA,12,0,0,0,0,0,NA,0,0,0,0,0,"home"
1396,9,87,3,18134.55078125,12,2,2,0,0,0,9.80557441711426,0,1,0,4,16,"work"
1397,8,87,3,24001.099609375,12,2,0,0,1,0,10.0858545303345,0,1,0,2,4,"work"
1398,10,87,3,22479.0390625,16,1,0,0,0,0,10.020339012146,0,1,0,1,1,"work"
1399,10,87,4,9203.58984375,12,0,1,1,0,0,9.12734889984131,0,1,0,2,4,"work"
1400,11,87,3,23945.41015625,12,7,0,0,0,0,10.083532333374,0,1,0,7,49,"work"
1401,8,87,4,20961.98046875,12,0,4,0,0,0,9.95046520233154,0,1,0,4,16,"work"
1402,10,87,4,22442.7109375,12,6,1,0,1,0,10.0187215805054,0,1,0,7,49,"work"
1404,9,87,3,26854.5,16,2,0,0,1,0,10.1981887817383,0,1,0,2,4,"work"
1406,10,87,4,14624.6396484375,12,0,7,0,0,0,9.59046268463135,0,1,0,7,49,"work"
1407,8,87,4,14577.7197265625,12,0,5,0,0,0,9.58724975585938,0,1,0,5,25,"work"
1408,10,87,4,10529.740234375,12,0,7,0,1,0,9.26195907592773,0,1,0,7,49,"work"
1409,11,87,4,36286.80859375,12,0,6,0,0,0,10.4992094039917,0,1,0,6,36,"work"
1410,11,87,1,NA,12,0,6,0,0,0,NA,1,0,0,6,36,"school"
1411,8,87,4,10237.25,11,0,1,2,1,0,9.23378849029541,0,1,0,3,9,"work"
1412,11,87,5,22993.830078125,12,0,6,2,0,0,10.0429811477661,0,1,0,8,64,"work"
1414,8,87,3,26616.83984375,16,0,0,0,0,0,10.1892995834351,0,1,0,0,0,"work"
1415,10,87,3,24308.140625,12,3,1,2,0,0,10.0985670089722,0,1,0,6,36,"work"
1417,9,87,3,19109.759765625,16,1,0,0,0,0,9.85795402526855,0,1,0,1,1,"work"
1418,10,87,3,28518.0390625,16,1,2,0,1,0,10.2582921981812,0,1,0,3,9,"work"
1419,11,87,4,26987.2109375,12,3,4,0,1,0,10.2031183242798,0,1,0,7,49,"work"
1420,10,87,2,NA,12,3,2,0,0,0,NA,0,0,0,5,25,"home"
1421,11,87,2,NA,12,0,5,2,0,0,NA,0,0,0,7,49,"home"
1422,10,87,4,9740.009765625,12,0,5,0,0,0,9.18399715423584,0,1,0,5,25,"work"
1423,10,87,4,15640.0400390625,12,0,7,0,0,0,9.65758991241455,0,1,0,7,49,"work"
1425,8,87,2,NA,8,0,3,0,0,0,NA,0,0,0,3,9,"home"
1427,11,87,2,NA,7,0,1,0,0,0,NA,0,0,0,1,1,"home"
1428,8,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1429,9,87,2,NA,11,1,1,0,0,0,NA,0,0,0,2,4,"home"
1430,10,87,4,341200,11,0,6,0,0,0,12.7402238845825,0,1,0,6,36,"work"
1432,8,87,2,NA,12,1,0,2,0,0,NA,0,0,0,3,9,"home"
1434,8,87,4,16078.4697265625,12,0,5,0,1,0,9.68523597717285,0,1,0,5,25,"work"
1435,10,87,4,6532.33984375,12,0,3,0,0,0,8.78452014923096,0,1,0,3,9,"work"
1436,10,87,3,34325.3203125,16,2,1,0,0,0,10.4436388015747,0,1,0,3,9,"work"
1437,9,87,2,NA,10,0,1,0,0,0,NA,0,0,0,1,1,"home"
1438,9,87,4,12143.240234375,9,0,1,1,0,0,9.40452766418457,0,1,0,2,4,"work"
1439,9,87,1,NA,15,0,0,0,0,0,NA,1,0,0,0,0,"school"
1440,8,87,3,29522.26953125,16,1,0,0,0,0,10.2929000854492,0,1,0,1,1,"work"
1441,11,87,2,NA,13,0,3,0,0,0,NA,0,0,0,3,9,"home"
1443,10,87,3,21088.73046875,16,1,0,1,0,0,9.95649433135986,0,1,0,2,4,"work"
1444,10,87,5,13649.66015625,15,3,0,1,0,0,9.52147006988525,0,1,0,4,16,"work"
1445,11,87,3,18739.0390625,16,2,0,0,0,0,9.83836460113525,0,1,0,2,4,"work"
1446,8,87,4,17052.330078125,14,0,1,1,1,0,9.74404239654541,0,1,0,2,4,"work"
1447,9,87,3,43717.921875,16,2,0,0,0,0,10.6855134963989,0,1,0,2,4,"work"
1448,8,87,3,20363.30078125,14,3,0,0,0,0,9.92148971557617,0,1,0,3,9,"work"
1450,8,87,5,24359.779296875,16,0,0,1,0,0,10.1006889343262,0,1,0,1,1,"work"
1451,10,87,3,17549.5703125,9,0,7,0,0,0,9.77278518676758,0,1,0,7,49,"work"
1452,10,87,4,23603.619140625,8,0,6,0,1,0,10.0691556930542,0,1,0,6,36,"work"
1453,8,87,4,14624.6396484375,11,0,3,0,1,0,9.59046268463135,0,1,0,3,9,"work"
1454,9,87,2,NA,14,0,1,0,0,0,NA,0,0,0,1,1,"home"
1455,10,87,3,17271.16015625,9,0,4,0,0,0,9.75679302215576,0,1,0,4,16,"work"
1456,8,87,1,NA,13,1,1,0,0,0,NA,1,0,0,2,4,"school"
1458,11,87,4,17042.580078125,12,0,6,1,1,0,9.74347019195557,0,1,0,7,49,"work"
1459,8,87,4,9678.259765625,12,0,4,0,1,0,9.17763710021973,0,1,0,4,16,"work"
1460,10,87,4,NA,12,0,4,0,0,0,NA,0,1,0,4,16,"work"
1461,8,87,4,15599.6103515625,12,0,4,0,0,0,9.65500164031982,0,1,0,4,16,"work"
1463,10,87,3,32393.580078125,16,3,0,0,1,0,10.3857154846191,0,1,0,3,9,"work"
1464,10,87,3,14987.330078125,12,5,2,0,0,0,9.61496067047119,0,1,0,7,49,"work"
1465,8,87,2,NA,12,0,3,0,0,0,NA,0,0,0,3,9,"home"
1466,9,87,4,13357.169921875,11,0,5,0,0,0,9.4998083114624,0,1,0,5,25,"work"
1467,9,87,2,NA,12,0,3,0,0,0,NA,0,0,0,3,9,"home"
1469,8,87,3,23433.830078125,13,4,0,0,0,0,10.061936378479,0,1,0,4,16,"work"
1470,9,87,4,17420.869140625,12,0,4,0,1,0,9.76542377471924,0,1,0,4,16,"work"
1472,9,87,4,27868.69921875,10,0,5,0,0,0,10.2352590560913,0,1,0,5,25,"work"
1473,9,87,5,15624.6396484375,11,0,3,1,0,0,9.6566047668457,0,1,0,4,16,"work"
1474,9,87,4,NA,11,2,2,0,0,0,NA,0,1,0,4,16,"work"
1475,10,87,2,NA,15,1,0,0,0,0,NA,0,0,0,1,1,"home"
1476,9,87,1,NA,16,2,0,0,0,0,NA,1,0,0,2,4,"school"
1477,9,87,3,28102.7109375,17,1,0,0,0,0,10.2436208724976,0,1,0,1,1,"work"
1479,11,87,4,28103.6796875,12,0,7,0,0,0,10.2436561584473,0,1,0,7,49,"work"
1480,9,87,5,16415.990234375,12,5,0,1,1,0,9.70601081848145,0,1,0,6,36,"work"
1481,9,87,4,18427.0390625,16,1,1,0,0,0,9.82157421112061,0,1,0,2,4,"work"
1482,9,87,3,30843.359375,17,0,0,0,1,0,10.3366765975952,0,1,0,0,0,"work"
1483,10,87,4,30450.939453125,11,1,6,0,0,0,10.3238725662231,0,1,0,7,49,"work"
1484,11,87,3,33874.5703125,15,2,2,0,0,0,10.430419921875,0,1,0,4,16,"work"
1485,9,87,3,28098.80078125,16,0,0,0,0,0,10.2434825897217,0,1,0,0,0,"work"
1486,10,87,1,NA,19,0,0,0,0,0,NA,1,0,0,0,0,"school"
1488,9,87,4,24195.66015625,12,0,4,0,0,0,10.0939283370972,0,1,0,4,16,"work"
1490,9,87,4,83092.3203125,11,1,6,0,0,0,11.3277072906494,0,1,0,7,49,"work"
1491,9,87,4,29346.779296875,13,2,2,0,0,0,10.286937713623,0,1,0,4,16,"work"
1492,7,87,1,NA,15,0,0,0,0,0,NA,1,0,0,0,0,"school"
1493,11,87,1,NA,16,4,0,0,0,0,NA,1,0,0,4,16,"school"
1494,10,87,3,21608.16015625,16,3,0,0,1,0,9.98082637786865,0,1,0,3,9,"work"
1495,11,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1496,11,87,3,46857.33984375,16,4,0,0,1,0,10.7548627853394,0,1,0,4,16,"work"
1497,10,87,3,41329.23046875,16,3,0,0,0,0,10.6293249130249,0,1,0,3,9,"work"
1498,10,87,3,30852.720703125,16,2,0,0,0,0,10.3369798660278,0,1,0,2,4,"work"
1500,8,87,3,26163.080078125,12,4,0,0,0,0,10.1721048355103,0,1,0,4,16,"work"
1501,10,87,3,33453.859375,11,7,0,0,0,0,10.4179220199585,0,1,0,7,49,"work"
1502,8,87,3,29249.279296875,12,5,0,0,0,0,10.2836103439331,0,1,0,5,25,"work"
1504,9,87,2,NA,12,1,1,1,0,0,NA,0,0,0,3,9,"home"
1505,11,87,2,NA,7,0,9,1,0,0,NA,0,0,0,10,100,"home"
1507,8,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1508,10,87,2,NA,13,0,0,6,0,0,NA,0,0,0,6,36,"home"
1509,9,87,5,24264.580078125,14,1,1,2,0,0,10.096773147583,0,1,0,4,16,"work"
1510,10,87,4,32515.44921875,10,1,5,1,1,0,10.3894710540771,0,1,0,7,49,"work"
1511,7,87,3,39842.87890625,13,2,1,0,1,0,10.5926990509033,0,1,0,3,9,"work"
1512,10,87,3,26997.080078125,16,2,0,1,0,0,10.203483581543,0,1,0,3,9,"work"
1513,9,87,4,22235.58984375,17,0,0,0,0,0,10.009449005127,0,1,0,0,0,"work"
1515,8,87,4,10779.599609375,12,1,1,0,1,0,9.28541088104248,0,1,0,2,4,"work"
1516,10,87,3,33294.53125,16,3,0,0,0,0,10.4131488800049,0,1,0,3,9,"work"
1517,9,87,5,15159.33984375,14,2,0,2,0,0,9.62637233734131,0,1,0,4,16,"work"
1518,11,87,4,60117.5,14,1,4,0,0,0,11.0040559768677,0,1,0,5,25,"work"
1519,10,87,4,20651.76953125,12,0,6,0,0,0,9.93555641174316,0,1,0,6,36,"work"
1520,9,87,3,35213.23828125,10,0,5,0,1,0,10.4691772460938,0,1,0,5,25,"work"
1521,10,87,3,19499.51953125,14,3,1,0,0,0,9.87814521789551,0,1,0,4,16,"work"
1522,8,87,3,30926.240234375,11,2,2,0,0,0,10.3393602371216,0,1,0,4,16,"work"
1523,10,87,4,75100.8125,11,2,3,2,0,0,11.2265863418579,0,1,0,7,49,"work"
1524,9,87,3,15601.5703125,13,3,1,0,0,0,9.65512657165527,0,1,0,4,16,"work"
1525,9,87,3,44049.421875,16,3,0,0,0,0,10.6930675506592,0,1,0,3,9,"work"
1526,11,87,3,43382.53125,16,4,0,0,0,0,10.6778125762939,0,1,0,4,16,"work"
1527,8,87,1,NA,15,0,0,0,0,0,NA,1,0,0,0,0,"school"
1528,8,87,1,NA,17,0,0,0,0,0,NA,1,0,0,0,0,"school"
1529,11,87,3,19499.51953125,12,8,0,0,1,0,9.87814521789551,0,1,0,8,64,"work"
1530,11,87,3,28274.30078125,16,3,0,0,1,0,10.2497081756592,0,1,0,3,9,"work"
1531,8,87,4,15925.41015625,16,0,0,0,1,0,9.67567157745361,0,1,0,0,0,"work"
1532,10,87,1,NA,16,3,0,1,0,0,NA,1,0,0,4,16,"school"
1533,9,87,3,23418.919921875,13,0,5,0,1,0,10.0612993240356,0,1,0,5,25,"work"
1534,11,87,5,39395.48046875,13,1,1,5,0,0,10.5814065933228,0,1,0,7,49,"work"
1536,9,87,4,23869.099609375,12,0,0,1,1,0,10.080340385437,0,1,0,1,1,"work"
1537,10,87,4,13605.8701171875,12,0,3,0,1,0,9.51825618743896,0,1,0,3,9,"work"
1538,11,87,4,25194.5703125,12,0,7,0,0,0,10.1343841552734,0,1,0,7,49,"work"
1539,8,87,4,10724.73046875,12,2,1,0,0,0,9.28030776977539,0,1,0,3,9,"work"
1540,8,87,3,23418.919921875,16,0,0,0,0,0,10.0612993240356,0,1,0,0,0,"work"
1542,9,87,3,21546.970703125,16,1,0,0,0,0,9.97799015045166,0,1,0,1,1,"work"
1543,11,87,1,NA,12,4,2,1,0,0,NA,1,0,0,7,49,"school"
1544,9,87,4,10955.9296875,10,0,1,3,0,0,9.3016357421875,0,1,0,4,16,"work"
1545,7,87,2,NA,9,0,2,0,0,0,NA,0,0,0,2,4,"home"
1546,11,87,4,6532.33984375,12,0,4,0,0,0,8.78452014923096,0,1,0,4,16,"work"
1547,10,87,4,10724.73046875,12,0,6,0,0,0,9.28030776977539,0,1,0,6,36,"work"
1549,9,87,3,10237.25,12,1,5,0,0,0,9.23378849029541,0,1,0,6,36,"work"
1550,11,87,5,8104.490234375,12,1,0,4,0,0,9.00017356872559,0,1,0,5,25,"work"
1551,8,87,3,21926.720703125,16,1,0,0,0,0,9.99546146392822,0,1,0,1,1,"work"
1552,10,87,3,23261.69921875,16,2,0,0,0,0,10.0545635223389,0,1,0,2,4,"work"
1553,8,87,3,22560.939453125,16,1,0,0,0,0,10.0239753723145,0,1,0,1,1,"work"
1555,10,87,3,19356.51953125,17,2,0,0,0,0,9.87078475952148,0,1,0,2,4,"work"
