year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1989,419401,82,8000000,39000,NA,NA,72,0,0,1,0,13,11.414630,NA,4.406719,15.89495,NA,2.518876,NA,0,NA,0,0.102654,0.287682,10.571320,0.137201,0,-1.234015,-0.094765
1987,419406,NA,1842243,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14.42649,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419406,NA,2072633,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,14.54433,NA,NA,NA,0,NA,0,NA,0.117836,NA,NA,0,NA,NA
1989,419406,NA,2314928,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,14.65489,NA,NA,NA,0,NA,0,NA,0.110559,NA,NA,0,NA,NA
1987,419409,75,8450000,13416,2.25,0.50,20,0,0,0,0,40,10.666670,0.810930,4.317488,15.94968,-0.693147,2.456736,NA,0,NA,0,NA,NA,9.504203,NA,NA,NA,NA
1988,419409,72,10300000,15184,2.50,0.50,26,0,0,0,1,72,26.000000,0.916291,4.276666,16.14746,-0.693147,3.295837,0.810930,0,0.105361,0,-0.040822,0.197784,9.627997,0.123795,0,15.333330,0.839101
1989,419409,75,10200000,17451,2.00,0.50,60,0,1,1,0,75,60.000000,0.693147,4.317488,16.13348,-0.693147,4.110874,0.916291,0,-0.223144,1,0.040822,-0.013985,9.767152,0.139154,0,34.000000,0.815037
1987,419410,26,NA,26667,NA,14.00,100,0,0,0,0,6,23.076920,NA,3.258096,NA,2.639057,3.181254,NA,0,NA,0,NA,NA,10.191180,NA,NA,NA,NA
1988,419410,24,NA,24856,NA,10.00,100,0,0,0,1,8,33.333330,NA,3.178054,NA,2.302585,3.536117,NA,0,NA,0,-0.080043,NA,10.120850,-0.070328,0,10.256410,0.354863
1989,419410,23,NA,25280,NA,9.00,120,0,1,1,0,23,120.000000,NA,3.135494,NA,2.197225,4.795791,NA,0,NA,1,-0.042560,NA,10.137770,0.016914,0,86.666670,1.259674
1987,419420,19,1980000,15600,NA,NA,0,0,0,0,0,0,0.000000,NA,2.944439,14.49861,NA,0.000000,NA,0,NA,0,NA,NA,9.655026,NA,NA,NA,NA
1988,419420,15,1600000,17160,NA,NA,0,0,0,0,1,0,0.000000,NA,2.708050,14.28551,NA,0.000000,NA,0,NA,0,-0.236389,-0.213094,9.750337,0.095310,0,0.000000,0.000000
1989,419420,12,1430000,18720,NA,NA,80,0,1,1,0,12,80.000000,NA,2.484907,14.17319,NA,4.394449,NA,0,NA,1,-0.223144,-0.112328,9.837348,0.087011,0,80.000000,4.394449
1987,419432,250,6000000,14352,5.00,3.00,NA,0,0,0,0,250,NA,1.609438,5.521461,15.60727,1.098612,NA,NA,0,NA,0,NA,NA,9.571645,NA,NA,NA,NA
1988,419432,290,18000000,15184,4.80,3.00,NA,0,0,0,1,290,NA,1.568616,5.669881,16.70588,1.098612,NA,1.609438,0,-0.040822,0,0.148420,1.098613,9.627997,0.056353,0,NA,NA
1989,419432,350,54000000,16432,5.20,4.00,NA,0,0,1,0,350,NA,1.648659,5.857933,17.80449,1.386294,NA,1.568616,0,0.080043,0,0.188052,1.098612,9.706985,0.078988,0,NA,NA
1987,419433,19,1700000,16640,NA,NA,50,0,0,0,0,4,10.526320,NA,2.944439,14.34614,NA,2.444633,NA,0,NA,0,NA,NA,9.719564,NA,NA,NA,NA
1988,419433,19,2000000,17160,NA,NA,15,0,0,0,1,19,15.000000,NA,2.944439,14.50866,NA,2.772589,NA,0,NA,0,0.000000,0.162519,9.750337,0.030772,0,4.473684,0.327956
1989,419433,21,2200000,17680,NA,NA,49,0,1,1,0,11,25.666670,NA,3.044523,14.60397,NA,3.283414,NA,0,NA,1,0.100084,0.095310,9.780190,0.029853,0,10.666670,0.510826
1987,419434,89,11400000,14394,NA,0.00,0,0,0,0,0,0,0.000000,NA,4.488636,16.24737,NA,0.000000,NA,0,NA,0,NA,NA,9.574567,NA,NA,NA,NA
1988,419434,59,4748000,15454,NA,0.04,0,0,0,0,1,0,0.000000,NA,4.077538,15.37323,-3.218876,0.000000,NA,0,NA,0,-0.411099,-0.874134,9.645623,0.071056,0,0.000000,0.000000
1989,419434,105,7175000,15558,NA,0.14,10,0,0,1,0,105,10.000000,NA,4.653960,15.78611,-1.966113,2.397895,NA,0,NA,0,0.576423,0.412880,9.652330,0.006707,0,10.000000,2.397895
1987,419449,40,3317000,16640,NA,NA,30,0,0,0,0,40,30.000000,NA,3.688879,15.01457,NA,3.433987,NA,0,NA,0,NA,NA,9.719564,NA,NA,NA,NA
1988,419449,55,3692000,16640,NA,NA,30,0,0,0,1,55,30.000000,NA,4.007333,15.12168,NA,3.433987,NA,0,NA,0,0.318454,0.107108,9.719564,0.000000,0,0.000000,0.000000
1989,419449,65,3252000,16640,NA,NA,30,0,0,1,0,15,6.923077,NA,4.174387,14.99478,NA,2.069780,NA,0,NA,0,0.167054,-0.126899,9.719564,0.000000,0,-23.076920,-1.364208
1987,419450,175,12500000,9360,NA,NA,0,0,0,0,0,0,0.000000,NA,5.164786,16.34124,NA,0.000000,NA,0,NA,0,NA,NA,9.144200,NA,NA,NA,NA
1988,419450,225,12500000,10400,NA,NA,0,0,0,0,1,0,0.000000,NA,5.416101,16.34124,NA,0.000000,NA,0,NA,0,0.251315,0.000000,9.249561,0.105361,0,0.000000,0.000000
1989,419450,275,18200000,11440,NA,NA,3,0,0,1,0,200,2.181818,NA,5.616771,16.71693,NA,1.157453,NA,0,NA,0,0.200671,0.375692,9.344872,0.095310,0,2.181818,1.157453
1987,419459,110,15100000,21000,1.67,0.21,20,1,0,0,0,35,6.363636,0.512824,4.700480,16.53020,-1.560648,1.996554,NA,0,NA,0,NA,NA,9.952278,NA,NA,NA,NA
1988,419459,125,16000000,21000,2.50,0.23,20,1,0,0,1,40,6.400000,0.916291,4.828314,16.58810,-1.469676,2.001480,0.512824,0,0.403467,0,0.127833,0.057894,9.952278,0.000000,0,0.036364,0.004926
1989,419459,225,28900000,21000,1.12,0.15,20,1,0,1,0,160,14.222220,0.113329,5.416101,17.17935,-1.897120,2.722756,0.916291,0,-0.802962,0,0.587787,0.591253,9.952278,0.000000,0,7.822222,0.721276
1987,419461,24,NA,14800,NA,NA,0,0,0,0,0,0,0.000000,NA,3.178054,NA,NA,0.000000,NA,0,NA,0,NA,NA,9.602383,NA,NA,NA,NA
1988,419461,23,NA,15200,NA,NA,0,0,0,0,1,0,0.000000,NA,3.135494,NA,NA,0.000000,NA,0,NA,0,-0.042560,NA,9.629050,0.026668,0,0.000000,0.000000
1989,419461,36,NA,15800,NA,NA,40,0,1,1,0,30,33.333330,NA,3.583519,NA,NA,3.536117,NA,0,NA,1,0.448025,NA,9.667766,0.038715,0,33.333330,3.536117
1987,419467,4,1494764,30000,NA,NA,80,0,0,0,0,4,80.000000,NA,1.386294,14.21748,NA,4.394449,NA,0,NA,0,NA,NA,10.308950,NA,NA,NA,NA
1988,419467,5,2566104,31000,NA,NA,100,0,0,0,1,5,100.000000,NA,1.609438,14.75790,NA,4.615120,NA,0,NA,0,0.223144,0.540420,10.341740,0.032790,0,20.000000,0.220671
1989,419467,10,2191680,35000,NA,NA,100,0,0,1,0,10,100.000000,NA,2.302585,14.60018,NA,4.615120,NA,0,NA,0,0.693147,-0.157721,10.463100,0.121361,0,0.000000,0.000000
1987,419472,120,NA,13000,NA,NA,20,0,0,0,0,25,4.166667,NA,4.787492,NA,NA,1.642228,NA,0,NA,0,NA,NA,9.472705,NA,NA,NA,NA
1988,419472,100,NA,13500,NA,NA,20,0,0,0,1,25,5.000000,NA,4.605170,NA,NA,1.791759,NA,0,NA,0,-0.182321,NA,9.510445,0.037740,0,0.833333,0.149532
1989,419472,100,NA,14000,NA,NA,60,0,1,1,0,100,60.000000,NA,4.605170,NA,NA,4.110874,NA,0,NA,1,0.000000,NA,9.546813,0.036368,0,55.000000,2.319114
1987,419473,18,NA,NA,NA,NA,0,1,0,0,0,0,0.000000,NA,2.890372,NA,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419473,18,NA,NA,NA,NA,3,1,0,0,1,18,3.000000,NA,2.890372,NA,NA,1.386294,NA,0,NA,0,0.000000,NA,NA,NA,0,3.000000,1.386294
1989,419473,18,NA,NA,NA,NA,35,1,1,1,0,18,35.000000,NA,2.890372,NA,NA,3.583519,NA,0,NA,1,0.000000,NA,NA,NA,0,32.000000,2.197225
1987,419479,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419479,30,1503906,15500,NA,NA,0,0,0,0,1,0,0.000000,NA,3.401197,14.22358,NA,0.000000,NA,0,NA,0,NA,NA,9.648595,NA,0,NA,NA
1989,419479,30,1360372,16500,NA,NA,20,0,0,1,0,13,8.666667,NA,3.401197,14.12327,NA,2.268684,NA,0,NA,0,0.000000,-0.100307,9.711116,0.062521,0,8.666667,2.268684
1987,419482,15,NA,NA,2.70,NA,0,0,0,0,0,0,0.000000,0.993252,2.708050,NA,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,419482,15,1000000,10000,2.59,NA,0,0,0,0,1,0,0.000000,0.951658,2.708050,13.81551,NA,0.000000,0.993252,0,-0.041594,0,0.000000,NA,9.210340,NA,0,0.000000,0.000000
1989,419482,18,1000000,10000,2.80,NA,24,0,0,1,0,18,24.000000,1.029619,2.890372,13.81551,NA,3.218876,0.951658,0,0.077962,0,0.182321,0.000000,9.210340,0.000000,0,24.000000,3.218876
1987,419483,133,11000000,13957,20.00,NA,0,1,0,0,0,0,0.000000,2.995732,4.890349,16.21341,NA,0.000000,NA,0,NA,0,NA,NA,9.543736,NA,NA,NA,NA
1988,419483,108,11500000,14810,25.00,NA,0,1,0,0,1,0,0.000000,3.218876,4.682131,16.25786,NA,0.000000,2.995732,0,0.223144,0,-0.208218,0.044453,9.603058,0.059321,0,0.000000,0.000000
1989,419483,129,12000000,14227,30.00,NA,20,1,0,1,0,20,3.100775,3.401197,4.859812,16.30042,NA,1.411176,3.218876,0,0.182321,0,0.177681,0.042559,9.562897,-0.040161,0,3.100775,1.411176
1987,419486,80,7000000,16000,NA,NA,0,0,0,0,0,0,0.000000,NA,4.382027,15.76142,NA,0.000000,NA,0,NA,0,NA,NA,9.680344,NA,NA,NA,NA
1988,419486,90,8500000,17000,NA,NA,0,0,0,0,1,0,0.000000,NA,4.499810,15.95558,NA,0.000000,NA,0,NA,0,0.117783,0.194157,9.740969,0.060625,0,0.000000,0.000000
1989,419486,100,9900000,18000,NA,NA,40,0,1,1,0,90,36.000000,NA,4.605170,16.10805,NA,3.610918,NA,0,NA,1,0.105360,0.152469,9.798127,0.057159,0,36.000000,3.610918
